Old Path,New Path,Category,Migration Phase,Priority
Assets/Scripts/Core/GameManager_Spells_MagicFang.cs,Assets/Scripts/Spell/Resolution/SpellResolver_MagicFang.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Spells_N.cs,Assets/Scripts/Spell/Resolution/SpellResolver_N.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Spells_P.cs,Assets/Scripts/Spell/Resolution/SpellResolver_P.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Spells_Phase1.cs,Assets/Scripts/Spell/Resolution/SpellResolver_Phase1.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Spells_Phase2.cs,Assets/Scripts/Spell/Resolution/SpellResolver_Phase2.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Spells_R.cs,Assets/Scripts/Spell/Resolution/SpellResolver_R.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Spells_S.cs,Assets/Scripts/Spell/Resolution/SpellResolver_S.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Spells_Shared.cs,Assets/Scripts/Spell/Resolution/SpellResolver_Shared.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Spells_V.cs,Assets/Scripts/Spell/Resolution/SpellResolver_V.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Spells_W.cs,Assets/Scripts/Spell/Resolution/SpellResolver_W.cs,Spell,2,High
Assets/Scripts/Core/GameManager.SpellCasting.cs,Assets/Scripts/Spell/Resolution/SpellCasting.cs,Spell,2,High
Assets/Scripts/Core/GameManager.DispelCounterspell.cs,Assets/Scripts/Spell/Resolution/DispelCounterspell.cs,Spell,2,High
Assets/Scripts/Core/GameManager_ConcealmentAreas.cs,Assets/Scripts/Spell/Special/ConcealmentAreas.cs,Spell,2,High
Assets/Scripts/Core/GameManager_DomainAreaSpells.cs,Assets/Scripts/Spell/Domain/DomainAreaSpells.cs,Spell,2,High
Assets/Scripts/Core/GameManager_DomainPowers.cs,Assets/Scripts/Spell/Domain/DomainPowers.cs,Spell,2,High
Assets/Scripts/Core/GameManager_DomainSpells.cs,Assets/Scripts/Spell/Domain/DomainSpells.cs,Spell,2,High
Assets/Scripts/Core/GameManager_FlamingSphere.cs,Assets/Scripts/Spell/Special/FlamingSphere.cs,Spell,2,High
Assets/Scripts/Core/GameManager_Grease.cs,Assets/Scripts/Spell/Special/Grease.cs,Spell,2,High
Assets/Scripts/Core/GameManager_HolyAreas.cs,Assets/Scripts/Spell/Special/HolyAreas.cs,Spell,2,High
Assets/Scripts/Core/GameManager_MirrorImage.cs,Assets/Scripts/Spell/Special/MirrorImage.cs,Spell,2,High
Assets/Scripts/Core/GameManager_WallOfFire.cs,Assets/Scripts/Spell/Special/WallOfFire.cs,Spell,2,High
Assets/Scripts/Core/GameManager_WallOfForce.cs,Assets/Scripts/Spell/Special/WallOfForce.cs,Spell,2,High
Assets/Scripts/Core/GameManager_WallOfIce.cs,Assets/Scripts/Spell/Special/WallOfIce.cs,Spell,2,High
Assets/Scripts/Combat/ActionEconomy.cs,Assets/Scripts/Combat/Core/ActionEconomy.cs,Combat,1,High
Assets/Scripts/Combat/AttackCalculator.cs,Assets/Scripts/Combat/Core/AttackCalculator.cs,Combat,1,High
Assets/Scripts/Combat/AttackPool.cs,Assets/Scripts/Combat/Core/AttackPool.cs,Combat,1,High
Assets/Scripts/Combat/AoOProvokingAction.cs,Assets/Scripts/Combat/Core/AoOProvokingAction.cs,Combat,1,High
Assets/Scripts/Combat/CombatResult.cs,Assets/Scripts/Combat/Core/CombatResult.cs,Combat,1,High
Assets/Scripts/Combat/FullAttackResult.cs,Assets/Scripts/Combat/Core/FullAttackResult.cs,Combat,1,High
Assets/Scripts/Combat/CombatStateMachine.cs,Assets/Scripts/Combat/Core/CombatStateMachine.cs,Combat,1,High
Assets/Scripts/Combat/DamageModel.cs,Assets/Scripts/Combat/Core/DamageModel.cs,Combat,1,High
Assets/Scripts/Combat/InitiativeSystem.cs,Assets/Scripts/Combat/Core/InitiativeSystem.cs,Combat,1,High
Assets/Scripts/Combat/RangeCalculator.cs,Assets/Scripts/Combat/Core/RangeCalculator.cs,Combat,1,High
Assets/Scripts/Combat/SizeCategory.cs,Assets/Scripts/Combat/Core/SizeCategory.cs,Combat,1,High
Assets/Scripts/Combat/TeamUtility.cs,Assets/Scripts/Combat/Core/TeamUtility.cs,Combat,1,High
Assets/Scripts/Combat/ThreatSystem.cs,Assets/Scripts/Combat/Core/ThreatSystem.cs,Combat,1,High
Assets/Scripts/Combat/ConditionManager.cs,Assets/Scripts/Combat/Conditions/ConditionManager.cs,Combat,1,High
Assets/Scripts/Combat/CombatConditionType.cs,Assets/Scripts/Combat/Conditions/CombatConditionType.cs,Combat,1,High
Assets/Scripts/Combat/AnimateRopeEntangledConditionData.cs,Assets/Scripts/Combat/Conditions/AnimateRopeEntangledConditionData.cs,Combat,1,High
Assets/Scripts/Combat/AsleepConditionData.cs,Assets/Scripts/Combat/Conditions/AsleepConditionData.cs,Combat,1,High
Assets/Scripts/Combat/CharmedConditionData.cs,Assets/Scripts/Combat/Conditions/CharmedConditionData.cs,Combat,1,High
Assets/Scripts/Combat/ColorSprayEffectData.cs,Assets/Scripts/Combat/Conditions/ColorSprayEffectData.cs,Combat,1,High
Assets/Scripts/Combat/EnfeebledConditionData.cs,Assets/Scripts/Combat/Conditions/EnfeebledConditionData.cs,Combat,1,High
Assets/Scripts/Combat/FascinatedConditionData.cs,Assets/Scripts/Combat/Conditions/FascinatedConditionData.cs,Combat,1,High
Assets/Scripts/Combat/FrightenedConditionData.cs,Assets/Scripts/Combat/Conditions/FrightenedConditionData.cs,Combat,1,High
Assets/Scripts/Combat/TouchOfIdiocyConditionData.cs,Assets/Scripts/Combat/Conditions/TouchOfIdiocyConditionData.cs,Combat,1,High
Assets/Scripts/Combat/WebEntangledConditionData.cs,Assets/Scripts/Combat/Conditions/WebEntangledConditionData.cs,Combat,1,High
Assets/Scripts/Combat/CharmedBehaviorController.cs,Assets/Scripts/Combat/Behaviors/CharmedBehaviorController.cs,Combat,1,High
Assets/Scripts/Combat/ConfusedBehaviorController.cs,Assets/Scripts/Combat/Behaviors/ConfusedBehaviorController.cs,Combat,1,High
Assets/Scripts/Combat/FascinatedBehaviorController.cs,Assets/Scripts/Combat/Behaviors/FascinatedBehaviorController.cs,Combat,1,High
Assets/Scripts/Combat/FrightenedBehaviorController.cs,Assets/Scripts/Combat/Behaviors/FrightenedBehaviorController.cs,Combat,1,High
Assets/Scripts/Combat/StatusEffect.cs,Assets/Scripts/Combat/StatusEffects/StatusEffect.cs,Combat,1,High
Assets/Scripts/Combat/NegativeLevelSystem.cs,Assets/Scripts/Combat/Special/NegativeLevelSystem.cs,Combat,1,High
Assets/Scripts/Combat/CombatLogHelper.cs,Assets/Scripts/Combat/Logging/CombatLogHelper.cs,Combat,1,High
Assets/Scripts/Combat/CombatLogger.cs,Assets/Scripts/Combat/Logging/CombatLogger.cs,Combat,1,High
Assets/Scripts/Combat/CombatCalculationService.cs,Assets/Scripts/Combat/Utilities/CombatCalculationService.cs,Combat,1,High
Assets/Scripts/Combat/CombatUtils.cs,Assets/Scripts/Combat/Utilities/CombatUtils.cs,Combat,1,High
Assets/Scripts/CombatSystems/BaseCombatManeuver.cs,Assets/Scripts/Combat/Maneuvers/BaseCombatManeuver.cs,Combat,1,High
Assets/Scripts/CombatSystems/GrappleSystem.cs,Assets/Scripts/Combat/Maneuvers/GrappleSystem.cs,Combat,1,High
Assets/Scripts/CombatSystems/OverrunSystem.cs,Assets/Scripts/Combat/Maneuvers/OverrunSystem.cs,Combat,1,High
Assets/Scripts/CombatSystems/StandardManeuvers.cs,Assets/Scripts/Combat/Maneuvers/StandardManeuvers.cs,Combat,1,High
Assets/Scripts/CombatSystems/SupportActions.cs,Assets/Scripts/Combat/Maneuvers/SupportActions.cs,Combat,1,High
Assets/Scripts/CombatSystems/ICombatSystem.cs,Assets/Scripts/Combat/Maneuvers/ICombatSystem.cs,Combat,1,High
Assets/Scripts/CombatSystems/FireShieldReactionEffect.cs,Assets/Scripts/Combat/Reactions/FireShieldReactionEffect.cs,Combat,1,High
Assets/Scripts/CombatSystems/IMeleeReactionEffect.cs,Assets/Scripts/Combat/Reactions/IMeleeReactionEffect.cs,Combat,1,High
Assets/Scripts/CombatSystems/MeleeReactionService.cs,Assets/Scripts/Combat/Reactions/MeleeReactionService.cs,Combat,1,High
Assets/Scripts/CombatSystems/TemplateSmiteSystem.cs,Assets/Scripts/Combat/Special/TemplateSmiteSystem.cs,Combat,1,High
Assets/Scripts/CombatSystems/TurnUndeadSystem.cs,Assets/Scripts/Combat/Special/TurnUndeadSystem.cs,Combat,1,High
Assets/Scripts/Mounts/MountData.cs,Assets/Scripts/Combat/Mounts/MountData.cs,Combat,1,High
Assets/Scripts/Mounts/MountDatabase.cs,Assets/Scripts/Combat/Mounts/MountDatabase.cs,Combat,1,High
Assets/Scripts/Mounts/MountSystem.cs,Assets/Scripts/Combat/Mounts/MountSystem.cs,Combat,1,High
Assets/Scripts/Mounts/MountedCombatSystem.cs,Assets/Scripts/Combat/Mounts/MountedCombatSystem.cs,Combat,1,High
Assets/Scripts/Magic/SpellData.cs,Assets/Scripts/Spell/Data/SpellData.cs,Spell,2,High
Assets/Scripts/Magic/SpellSchool.cs,Assets/Scripts/Spell/Data/SpellSchool.cs,Spell,2,High
Assets/Scripts/Magic/SpellSlot.cs,Assets/Scripts/Spell/Data/SpellSlot.cs,Spell,2,High
Assets/Scripts/Magic/SpellResult.cs,Assets/Scripts/Spell/Data/SpellResult.cs,Spell,2,High
Assets/Scripts/Magic/SpellRanges.cs,Assets/Scripts/Spell/Data/SpellRanges.cs,Spell,2,High
Assets/Scripts/Magic/SpontaneousCastingData.cs,Assets/Scripts/Spell/Data/SpontaneousCastingData.cs,Spell,2,High
Assets/Scripts/Magic/SpellDatabase.cs,Assets/Scripts/Spell/Database/SpellDatabase.cs,Spell,2,High
Assets/Scripts/Magic/SpontaneousCastingType.cs,Assets/Scripts/Spell/Database/SpontaneousCastingType.cs,Spell,2,High
Assets/Scripts/Magic/SpellCaster.cs,Assets/Scripts/Spell/Casting/SpellCaster.cs,Spell,2,High
Assets/Scripts/Magic/SpellCastingHelper.cs,Assets/Scripts/Spell/Casting/SpellCastingHelper.cs,Spell,2,High
Assets/Scripts/Magic/SpellComponentSystem.cs,Assets/Scripts/Spell/Casting/SpellComponentSystem.cs,Spell,2,High
Assets/Scripts/Magic/SpellSaveResolver.cs,Assets/Scripts/Spell/Casting/SpellSaveResolver.cs,Spell,2,High
Assets/Scripts/Magic/SpellUtilities.cs,Assets/Scripts/Spell/Casting/SpellUtilities.cs,Spell,2,High
Assets/Scripts/Magic/ImbueSpellEntry.cs,Assets/Scripts/Spell/Casting/ImbueSpellEntry.cs,Spell,2,High
Assets/Scripts/Magic/ImbueWithSpellAbilityManager.cs,Assets/Scripts/Spell/Casting/ImbueWithSpellAbilityManager.cs,Spell,2,High
Assets/Scripts/Magic/PartialCasterData.cs,Assets/Scripts/Spell/Casting/PartialCasterData.cs,Spell,2,High
Assets/Scripts/Magic/ActiveSpellEffect.cs,Assets/Scripts/Spell/StatusEffects/ActiveSpellEffect.cs,Spell,2,High
Assets/Scripts/Magic/AoESystem.cs,Assets/Scripts/Spell/AreaEffects/AoESystem.cs,Spell,2,High
Assets/Scripts/Magic/BonusType.cs,Assets/Scripts/Spell/BonusType.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_A.cs,Assets/Scripts/Spell/Database/SpellDatabase_A.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_B.cs,Assets/Scripts/Spell/Database/SpellDatabase_B.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_C.cs,Assets/Scripts/Spell/Database/SpellDatabase_C.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_D.cs,Assets/Scripts/Spell/Database/SpellDatabase_D.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_E.cs,Assets/Scripts/Spell/Database/SpellDatabase_E.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_F.cs,Assets/Scripts/Spell/Database/SpellDatabase_F.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_G.cs,Assets/Scripts/Spell/Database/SpellDatabase_G.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_H.cs,Assets/Scripts/Spell/Database/SpellDatabase_H.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_I.cs,Assets/Scripts/Spell/Database/SpellDatabase_I.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_J.cs,Assets/Scripts/Spell/Database/SpellDatabase_J.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_K.cs,Assets/Scripts/Spell/Database/SpellDatabase_K.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_L.cs,Assets/Scripts/Spell/Database/SpellDatabase_L.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_M.cs,Assets/Scripts/Spell/Database/SpellDatabase_M.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_N.cs,Assets/Scripts/Spell/Database/SpellDatabase_N.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_O.cs,Assets/Scripts/Spell/Database/SpellDatabase_O.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_P.cs,Assets/Scripts/Spell/Database/SpellDatabase_P.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_R.cs,Assets/Scripts/Spell/Database/SpellDatabase_R.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_S.cs,Assets/Scripts/Spell/Database/SpellDatabase_S.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_T.cs,Assets/Scripts/Spell/Database/SpellDatabase_T.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_U.cs,Assets/Scripts/Spell/Database/SpellDatabase_U.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_V.cs,Assets/Scripts/Spell/Database/SpellDatabase_V.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_W.cs,Assets/Scripts/Spell/Database/SpellDatabase_W.cs,Spell,2,High
Assets/Scripts/Magic/Spells/Databases/SpellDatabase_Z.cs,Assets/Scripts/Spell/Database/SpellDatabase_Z.cs,Spell,2,High
Assets/Scripts/Magic/Spells/WishExecutor.cs,Assets/Scripts/Spell/Special/WishExecutor.cs,Spell,2,High
Assets/Scripts/Magic/Components/ConcentrationManager.cs,Assets/Scripts/Spell/Components/ConcentrationManager.cs,Spell,2,High
Assets/Scripts/Magic/Components/CounterspellData.cs,Assets/Scripts/Spell/Components/CounterspellData.cs,Spell,2,High
Assets/Scripts/Magic/Components/MetamagicData.cs,Assets/Scripts/Spell/Components/MetamagicData.cs,Spell,2,High
Assets/Scripts/Magic/Components/MetamagicModifier.cs,Assets/Scripts/Spell/Components/MetamagicModifier.cs,Spell,2,High
Assets/Scripts/Magic/Components/SpellcastingComponent.cs,Assets/Scripts/Spell/Components/SpellcastingComponent.cs,Spell,2,High
Assets/Scripts/Magic/Components/StatusEffectManager.cs,Assets/Scripts/Spell/Components/StatusEffectManager.cs,Spell,2,High
Assets/Scripts/Magic/Components/SummonMonsterLists.cs,Assets/Scripts/Spell/Components/SummonMonsterLists.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/AreaEffectColors.cs,Assets/Scripts/Spell/AreaEffects/AreaEffectColors.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/AreaEffectManager.cs,Assets/Scripts/Spell/AreaEffects/AreaEffectManager.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/BlackTentaclesAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/BlackTentaclesAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/DarknessAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/DarknessAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/DaylightAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/DaylightAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/EntangleAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/EntangleAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/FireballAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/FireballAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/FlamingSphereEntity.cs,Assets/Scripts/Spell/AreaEffects/FlamingSphereEntity.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/FogCloudAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/FogCloudAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/GlitterdustAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/GlitterdustAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/GreaseAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/GreaseAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/GustOfWindEffect.cs,Assets/Scripts/Spell/AreaEffects/GustOfWindEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/ILineOfEffectBlocker.cs,Assets/Scripts/Spell/AreaEffects/ILineOfEffectBlocker.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/LesserGlobeOfInvulnerabilityAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/LesserGlobeOfInvulnerabilityAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/LineOfEffectService.cs,Assets/Scripts/Spell/AreaEffects/LineOfEffectService.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/ObscuringMistAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/ObscuringMistAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/PersistentAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/PersistentAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/PlantGrowthAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/PlantGrowthAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/ResilientSphereAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/ResilientSphereAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/SleetStormAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/SleetStormAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/SoftenEarthAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/SoftenEarthAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/SolidFogAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/SolidFogAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/SpikeStoneAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/SpikeStoneAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/StinkingCloudAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/StinkingCloudAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/WallOfFireAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/WallOfFireAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/WallOfForceAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/WallOfForceAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/WallOfIceAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/WallOfIceAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/WebAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/WebAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/WindEffect.cs,Assets/Scripts/Spell/AreaEffects/WindEffect.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/WindStrength.cs,Assets/Scripts/Spell/AreaEffects/WindStrength.cs,Spell,2,High
Assets/Scripts/Magic/AreaEffects/WindWallAreaEffect.cs,Assets/Scripts/Spell/AreaEffects/WindWallAreaEffect.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/AlignmentDetectionEffectData.cs,Assets/Scripts/Spell/StatusEffects/AlignmentDetectionEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/AttributeEnhancementEffectData.cs,Assets/Scripts/Spell/StatusEffects/AttributeEnhancementEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/BlindnessDeafnessEffectData.cs,Assets/Scripts/Spell/StatusEffects/BlindnessDeafnessEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/CommandUndeadEffectData.cs,Assets/Scripts/Spell/StatusEffects/CommandUndeadEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/CurseTracker.cs,Assets/Scripts/Spell/StatusEffects/CurseTracker.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/DimensionalAnchorEffectData.cs,Assets/Scripts/Spell/StatusEffects/DimensionalAnchorEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/DisguiseSelfEffectData.cs,Assets/Scripts/Spell/StatusEffects/DisguiseSelfEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/EmanationEffectData.cs,Assets/Scripts/Spell/StatusEffects/EmanationEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/ExpeditiousRetreatEffectData.cs,Assets/Scripts/Spell/StatusEffects/ExpeditiousRetreatEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/FalseLifeEffectData.cs,Assets/Scripts/Spell/StatusEffects/FalseLifeEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/GhoulTouchEffectData.cs,Assets/Scripts/Spell/StatusEffects/GhoulTouchEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/GlitterdustEffectData.cs,Assets/Scripts/Spell/StatusEffects/GlitterdustEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/HasteEffectData.cs,Assets/Scripts/Spell/StatusEffects/HasteEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/InvisibilityEffectData.cs,Assets/Scripts/Spell/StatusEffects/InvisibilityEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/InvisibilitySphereEffect.cs,Assets/Scripts/Spell/StatusEffects/InvisibilitySphereEffect.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/MagicCircleEffectData.cs,Assets/Scripts/Spell/StatusEffects/MagicCircleEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/MelfsAcidArrowEffectData.cs,Assets/Scripts/Spell/StatusEffects/MelfsAcidArrowEffectData.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/MirrorImageClone.cs,Assets/Scripts/Spell/StatusEffects/MirrorImageClone.cs,Spell,2,High
Assets/Scripts/Magic/StatusEffects/ProtectionFromArrowsEffectData.cs,Assets/Scripts/Spell/StatusEffects/ProtectionFromArrowsEffectData.cs,Spell,2,High
